area_code,city,state,region,total_calls,unique_leads,bookings,shows,booking_rate_pct,show_rate_pct,engagement_rate_pct
661,Bakersfield,California,California,4,2,0.0,0.0,0.0,0.0,50.0
828,Asheville,North Carolina,North Carolina,4,3,0.0,0.0,0.0,0.0,75.0
336,Greensboro,North Carolina,North Carolina,4,3,0.0,0.0,0.0,0.0,100.0
937,Dayton,Ohio,Ohio,4,1,0.0,0.0,0.0,0.0,100.0
505,Albuquerque,New Mexico,New Mexico,4,3,0.0,0.0,0.0,0.0,100.0
929,New York City,New York,New York,4,3,0.0,0.0,0.0,0.0,75.0
508,Worcester,Massachusetts,Massachusetts,4,4,0.0,0.0,0.0,0.0,75.0
915,El Paso,Texas,Texas-Other,4,3,0.0,0.0,0.0,0.0,100.0
267,Philadelphia,Pennsylvania,Pennsylvania,4,4,0.0,0.0,0.0,0.0,75.0
540,Roanoke,Virginia,Virginia,4,4,0.0,0.0,0.0,0.0,100.0
570,Scranton,Pennsylvania,Pennsylvania,4,4,0.0,0.0,0.0,0.0,100.0
818,Los Angeles,California,California,4,4,0.0,0.0,0.0,0.0,100.0
718,New York City,New York,New York,3,2,0.0,0.0,0.0,0.0,100.0
865,Knoxville,Tennessee,Tennessee,3,2,0.0,0.0,0.0,0.0,100.0
657,Anaheim,California,California,3,1,0.0,0.0,0.0,0.0,100.0
360,Bellingham,Washington,Washington,3,1,0.0,0.0,0.0,0.0,33.33333333333333
434,Charlottesville,Virginia,Virginia,3,1,0.0,0.0,0.0,0.0,0.0
440,Cleveland,Ohio,Ohio,3,3,0.0,0.0,0.0,0.0,100.0
503,Portland,Oregon,Oregon,3,2,0.0,0.0,0.0,0.0,100.0
636,Other,Other,Other,3,2,0.0,0.0,0.0,0.0,100.0
906,Marquette,Michigan,Michigan,3,2,0.0,0.0,0.0,0.0,100.0
928,Flagstaff,Arizona,Arizona,3,2,0.0,0.0,0.0,0.0,100.0
518,Other,Other,Other,3,3,0.0,0.0,0.0,0.0,66.66666666666666
585,Rochester,New York,New York,3,2,0.0,0.0,0.0,0.0,100.0
769,Other,Other,Other,3,1,0.0,0.0,0.0,0.0,100.0
772,Stuart,Florida,Florida,3,3,0.0,0.0,0.0,0.0,100.0
572,Other,Other,Other,3,1,0.0,0.0,0.0,0.0,100.0
603,Manchester,New Hampshire,New Hampshire,3,2,0.0,0.0,0.0,0.0,66.66666666666666
260,Fort Wayne,Indiana,Indiana,3,2,0.0,0.0,0.0,0.0,100.0
863,Other,Other,Other,3,2,0.0,0.0,0.0,0.0,100.0
573,Columbia,Missouri,Missouri,3,3,1.0,0.0,33.33333333333333,0.0,100.0
731,Jackson,Tennessee,Tennessee,3,2,0.0,0.0,0.0,0.0,100.0
541,Other,Other,Other,3,3,0.0,0.0,0.0,0.0,100.0
910,Fayetteville,North Carolina,North Carolina,3,3,0.0,0.0,0.0,0.0,100.0
888,Toll-Free,Unknown,Other,3,1,0.0,0.0,0.0,0.0,0.0
845,Poughkeepsie,New York,New York,2,2,0.0,0.0,0.0,0.0,50.0
857,Boston,Massachusetts,Massachusetts,2,2,0.0,0.0,0.0,0.0,100.0
908,Elizabeth,New Jersey,New Jersey,2,2,0.0,0.0,0.0,0.0,100.0
209,Other,Other,Other,2,1,0.0,0.0,0.0,0.0,50.0
847,Chicago,Illinois,Illinois,2,2,0.0,0.0,0.0,0.0,100.0
931,Clarksville,Tennessee,Tennessee,2,2,0.0,0.0,0.0,0.0,100.0
898,Other,Other,Other,2,1,0.0,0.0,0.0,0.0,0.0
941,Sarasota,Florida,Florida,2,1,0.0,0.0,0.0,0.0,100.0
912,Savannah,Georgia,Georgia,2,1,0.0,0.0,0.0,0.0,100.0
207,Portland,Maine,Maine,2,1,0.0,0.0,0.0,0.0,100.0
945,Other,Other,Other,2,2,0.0,0.0,0.0,0.0,50.0
978,Lowell,Massachusetts,Massachusetts,2,2,0.0,0.0,0.0,0.0,100.0
862,Newark,New Jersey,New Jersey,2,2,0.0,0.0,0.0,0.0,100.0
907,Anchorage,Alaska,Alaska,2,2,0.0,0.0,0.0,0.0,100.0
332,New York City,New York,New York,2,1,0.0,0.0,0.0,0.0,100.0
805,Other,Other,Other,2,2,0.0,0.0,0.0,0.0,100.0
304,Charleston,West Virginia,West Virginia,2,2,0.0,0.0,0.0,0.0,100.0
253,Tacoma,Washington,Washington,2,2,0.0,0.0,0.0,0.0,100.0
607,Other,Other,Other,2,2,0.0,0.0,0.0,0.0,50.0
804,Richmond,Virginia,Virginia,2,2,0.0,0.0,0.0,0.0,50.0
531,Other,Other,Other,2,2,0.0,0.0,0.0,0.0,100.0
515,Des Moines,Iowa,Iowa,2,2,0.0,0.0,0.0,0.0,100.0
514,Other,Other,Other,2,1,0.0,0.0,0.0,0.0,100.0
478,Macon,Georgia,Georgia,2,1,0.0,0.0,0.0,0.0,100.0
660,Sedalia,Missouri,Missouri,2,2,0.0,0.0,0.0,0.0,100.0
424,Los Angeles,California,California,2,2,0.0,0.0,0.0,0.0,100.0
406,Billings,Montana,Montana,2,1,1.0,1.0,50.0,100.0,100.0
385,Other,Other,Other,2,1,0.0,0.0,0.0,0.0,100.0
377,Other,Other,Other,2,1,0.0,0.0,0.0,0.0,0.0
325,Abilene,Texas,Texas-Other,2,2,0.0,0.0,0.0,0.0,50.0
330,Other,Other,Other,2,2,0.0,0.0,0.0,0.0,100.0
650,San Mateo,California,California,2,2,0.0,0.0,0.0,0.0,100.0
548,Ontario,Canada,Canada,2,1,0.0,0.0,0.0,0.0,0.0
727,St. Petersburg,Florida,Florida,2,2,0.0,0.0,0.0,0.0,100.0
224,Other,Other,Other,2,1,0.0,0.0,0.0,0.0,100.0
707,Santa Rosa,California,California,2,2,0.0,0.0,0.0,0.0,100.0
223,Lancaster,Pennsylvania,Pennsylvania,2,1,0.0,0.0,0.0,0.0,100.0
754,Fort Lauderdale,Florida,Florida,2,2,0.0,0.0,0.0,0.0,50.0
717,Harrisburg,Pennsylvania,Pennsylvania,2,2,0.0,0.0,0.0,0.0,100.0
952,Minneapolis,Minnesota,Minnesota,1,1,0.0,0.0,0.0,0.0,100.0
475,Bridgeport,Connecticut,Connecticut,1,1,0.0,0.0,0.0,0.0,0.0
309,Peoria,Illinois,Illinois,1,1,0.0,0.0,0.0,0.0,100.0
425,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
947,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
737,Austin,Texas,Texas-Other,1,1,0.0,0.0,0.0,0.0,100.0
413,Springfield,Massachusetts,Massachusetts,1,1,0.0,0.0,0.0,0.0,100.0
651,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
747,Los Angeles,California,California,1,1,0.0,0.0,0.0,0.0,100.0
307,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
401,Providence,Rhode Island,Rhode Island,1,1,0.0,0.0,0.0,0.0,100.0
386,Daytona Beach,Florida,Florida,1,1,0.0,0.0,0.0,0.0,100.0
352,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
785,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
984,Raleigh,North Carolina,North Carolina,1,1,0.0,0.0,0.0,0.0,100.0
787,San Juan,Puerto Rico,Puerto Rico,1,1,0.0,0.0,0.0,0.0,0.0
403,Calgary,Canada,Canada,1,1,0.0,0.0,0.0,0.0,100.0
507,Rochester,Minnesota,Minnesota,1,1,0.0,0.0,0.0,0.0,100.0
872,Chicago,Illinois,Illinois,1,1,0.0,0.0,0.0,0.0,100.0
559,Fresno,California,California,1,1,0.0,0.0,0.0,0.0,100.0
902,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
252,Rocky Mount,North Carolina,North Carolina,1,1,0.0,0.0,0.0,0.0,100.0
608,Madison,Wisconsin,Wisconsin,1,1,0.0,0.0,0.0,0.0,100.0
712,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
183,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,0.0
575,Roswell,New Mexico,New Mexico,1,1,0.0,0.0,0.0,0.0,0.0
563,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
551,Jersey City,New Jersey,New Jersey,1,1,0.0,0.0,0.0,0.0,100.0
726,San Antonio,Texas,Texas-Other,1,1,0.0,0.0,0.0,0.0,100.0
864,Greenville,South Carolina,South Carolina,1,1,0.0,0.0,0.0,0.0,100.0
535,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,0.0
524,Chicago,Illinois,Illinois,1,1,0.0,0.0,0.0,0.0,0.0
206,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
519,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,0.0
920,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
724,Pittsburgh,Pennsylvania,Pennsylvania,1,1,0.0,0.0,0.0,0.0,100.0
084,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,0.0
